name,flag,description,source,header,cfg,is_analysis
GenericToNVVM,-generic-to-nvvm,Ensure that the global variables are in the global address space,lib/Target/NVPTX/NVPTXGenericToNVVM.cpp,,False,False
GlobalDCEPass,-globaldce,Dead Global Elimination,lib/Transforms/IPO/GlobalDCE.cpp,include/llvm/Transforms/IPO/GlobalDCE.h,False,False
GlobalMerge,-global-merge,Merge global variables,lib/CodeGen/GlobalMerge.cpp,,False,False
GlobalOptimizerPass,-globalopt,Global Variable Optimizer,lib/Transforms/IPO/GlobalOpt.cpp,include/llvm/Transforms/IPO/GlobalOpt.h,False,False
GlobalSplitPass,-globalsplit,Global splitter,lib/Transforms/IPO/GlobalSplit.cpp,include/llvm/Transforms/IPO/GlobalSplit.h,False,False
GlobalsAAWrapperPass,-globals-aa,Globals Alias Analysis,lib/Analysis/GlobalsModRef.cpp,include/llvm/Analysis/GlobalsModRef.h,False,True
GuardWideningPass,-guard-widening,Widen guards,lib/Transforms/Scalar/GuardWidening.cpp,include/llvm/Transforms/Scalar/GuardWidening.h,False,False
HWAddressSanitizerLegacyPass,-hwasan,HWAddressSanitizer: detect memory bugs using tagged addressing.,lib/Transforms/Instrumentation/HWAddressSanitizer.cpp,include/llvm/Transforms/Instrumentation/HWAddressSanitizer.h,False,False
HardwareLoops,-hardware-loops,Hardware Loop Insertion,lib/CodeGen/HardwareLoops.cpp,,False,False
HexagonBitSimplify,-hexagon-bit-simplify,Hexagon bit simplification,lib/Target/Hexagon/HexagonBitSimplify.cpp,,False,False
HexagonBranchRelaxation,-hexagon-brelax,Hexagon Branch Relaxation,lib/Target/Hexagon/HexagonBranchRelaxation.cpp,,False,False
HexagonCFGOptimizer,-hexagon-cfg,Hexagon CFG Optimizer,lib/Target/Hexagon/HexagonCFGOptimizer.cpp,,False,False
HexagonCallFrameInformation,-hexagon-cfi,Hexagon call frame information,lib/Target/Hexagon/HexagonFrameLowering.cpp,,False,False
HexagonCommonGEP,-hcommgep,Hexagon Common GEP,lib/Target/Hexagon/HexagonCommonGEP.cpp,,False,False
HexagonConstExtenders,-hexagon-cext-opt,Hexagon constant-extender optimization,lib/Target/Hexagon/HexagonConstExtenders.cpp,,False,False
HexagonConstPropagation,-hexagon-constp,Hexagon Constant Propagation,lib/Target/Hexagon/HexagonConstPropagation.cpp,,False,False
HexagonCopyToCombine,-hexagon-copy-combine,Hexagon Copy-To-Combine Pass,lib/Target/Hexagon/HexagonCopyToCombine.cpp,,False,False
HexagonEarlyIfConversion,-hexagon-early-if,Hexagon early if conversion,lib/Target/Hexagon/HexagonEarlyIfConv.cpp,,False,False
HexagonExpandCondsets,-expand-condsets,Hexagon Expand Condsets,lib/Target/Hexagon/HexagonExpandCondsets.cpp,,False,False
HexagonFixupHwLoops,-hwloopsfixup,Hexagon Hardware Loops Fixup,lib/Target/Hexagon/HexagonFixupHwLoops.cpp,,False,False
HexagonGenExtract,-hextract,"Hexagon generate "" ""\""extract\"" instructions",lib/Target/Hexagon/HexagonGenExtract.cpp,,False,False
HexagonGenInsert,-hexinsert,"Hexagon generate \""insert\"" instructions",lib/Target/Hexagon/HexagonGenInsert.cpp,,False,False
HexagonGenMux,-hexagon-gen-mux,Hexagon generate mux instructions,lib/Target/Hexagon/HexagonGenMux.cpp,,False,False
HexagonGenPredicate,-hexagon-gen-pred,Hexagon generate predicate operations,lib/Target/Hexagon/HexagonGenPredicate.cpp,,False,False
HexagonHardwareLoops,-hwloops,Hexagon Hardware Loops,lib/Target/Hexagon/HexagonHardwareLoops.cpp,,False,False
HexagonLoopIdiomRecognize,-hexagon-loop-idiom,Recognize Hexagon-specific loop idioms,lib/Target/Hexagon/HexagonLoopIdiomRecognition.cpp,,False,False
HexagonLoopRescheduling,-hexagon-loop-resched,Hexagon Loop Rescheduling,lib/Target/Hexagon/HexagonBitSimplify.cpp,,False,False
HexagonNewValueJump,-hexagon-nvj,Hexagon NewValueJump,lib/Target/Hexagon/HexagonNewValueJump.cpp,,False,False
HexagonOptAddrMode,-amode-opt,Optimize addressing mode,lib/Target/Hexagon/HexagonOptAddrMode.cpp,,False,False
HexagonOptimizeSZextends,-reargs,Remove Sign and Zero Extends for Args,lib/Target/Hexagon/HexagonOptimizeSZextends.cpp,,False,False
HexagonPacketizer,-hexagon-packetizer,Hexagon Packetizer,lib/Target/Hexagon/HexagonVLIWPacketizer.cpp,,False,False
HexagonPeephole,-hexagon-peephole,Hexagon Peephole,lib/Target/Hexagon/HexagonPeephole.cpp,,False,False
HexagonRDFOpt,-hexagon-rdf-opt,Hexagon RDF optimizations,lib/Target/Hexagon/HexagonRDFOpt.cpp,,False,False
HexagonSplitConst32AndConst64,-split-const-for-sdata,Hexagon Split Const32s and Const64s,lib/Target/Hexagon/HexagonSplitConst32AndConst64.cpp,,False,False
HexagonSplitDoubleRegs,-hexagon-split-double,Hexagon Split Double Registers,lib/Target/Hexagon/HexagonSplitDouble.cpp,,False,False
HexagonStoreWidening,-hexagon-widen-stores,Hexason Store Widening,lib/Target/Hexagon/HexagonStoreWidening.cpp,,False,False
HexagonVExtract,-hexagon-vextract,Hexagon optimize vextract,lib/Target/Hexagon/HexagonVExtract.cpp,,False,False
HexagonVectorLoopCarriedReuse,-hexagon-vlcr,Hexagon-specific predictive commoning for HVX vectors,lib/Target/Hexagon/HexagonVectorLoopCarriedReuse.cpp,,False,False
HexagonVectorPrint,-hexagon-vector-print,Hexagon VectorPrint pass,lib/Target/Hexagon/HexagonVectorPrint.cpp,,False,False
HotColdSplittingPass,-hotcoldsplit,Hot Cold Splitting,lib/Transforms/IPO/HotColdSplitting.cpp,include/llvm/Transforms/IPO/HotColdSplitting.h,False,False
IPConstantPropagationPass,-ipconstprop,Interprocedural constant propagation,lib/Transforms/IPO/IPConstantPropagation.cpp,,False,False
IPSCCPPass,-ipsccp,Interprocedural Sparse Conditional Constant Propagation,lib/Transforms/IPO/SCCP.cpp,include/llvm/Transforms/IPO/SCCP.h,False,False
IRTranslator,-irtranslator,IRTranslator LLVM IR -> MI,lib/CodeGen/GlobalISel/IRTranslator.cpp,include/llvm/CodeGen/GlobalISel/IRTranslator.h,False,False
IVUsersWrapperPass,-iv-users,Induction Variable Users,lib/Analysis/IVUsers.cpp,include/llvm/Analysis/IVUsers.h,False,True
IfConverter,-if-converter,If Converter,lib/CodeGen/IfConversion.cpp,,False,False
ImplicitNullChecks,-implicit-null-checks,Implicit null checks,lib/CodeGen/ImplicitNullChecks.cpp,,False,False
IndVarSimplifyPass,-indvars,Induction Variable Simplification,lib/Transforms/Scalar/IndVarSimplify.cpp,include/llvm/Transforms/Scalar/IndVarSimplify.h,False,False
IndirectBrExpandPass,-indirectbr-expand,Expand indirectbr instructions,lib/CodeGen/IndirectBrExpandPass.cpp,,False,False
InductiveRangeCheckEliminationPass,-irce,Inductive range check elimination,lib/Transforms/Scalar/InductiveRangeCheckElimination.cpp,include/llvm/Transforms/Scalar/InductiveRangeCheckElimination.h,False,False
InferAddressSpacesPass,-infer-address-spaces,Infer address spaces,lib/Transforms/Scalar/InferAddressSpaces.cpp,,False,False
InferFunctionAttrsLegacyPass,-inferattrs,Infer set function attributes,lib/Transforms/IPO/InferFunctionAttrs.cpp,include/llvm/Transforms/IPO/InferFunctionAttrs.h,False,False
InjectTLIMappingsLegacyPass,-inject-tli-mappings,Inject TLI Mappings,lib/Transforms/Utils/InjectTLIMappings.cpp,include/llvm/Transforms/Utils/InjectTLIMappings.h,False,False
InstCount,-instcount,Counts the various types of Instructions,lib/Analysis/InstCount.cpp,,False,True
InstSimplifyLegacyPass,-instsimplify,Remove redundant instructions,lib/Transforms/Scalar/InstSimplifyPass.cpp,include/llvm/Transforms/Scalar/InstSimplifyPass.h,False,False
InstrOrderFilePass,-instrorderfile,Instrumentation for Order File,lib/Transforms/Instrumentation/InstrOrderFile.cpp,include/llvm/Transforms/Instrumentation/InstrOrderFile.h,False,False
InstrProfilingLegacyPass,-instrprof,Frontend instrumentation-based coverage lowering.,lib/Transforms/Instrumentation/InstrProfiling.cpp,include/llvm/Transforms/Instrumentation/InstrProfiling.h,False,False
InstructionCombiningPass,-instcombine,Combine redundant instructions,lib/Transforms/InstCombine/InstructionCombining.cpp,,False,False
InstructionNamerPass,-instnamer,Assign names to anonymous instructions,lib/Transforms/Utils/InstructionNamer.cpp,,False,False
InstructionSelect,-instruction-select,Select target instructions out of generic instructions,lib/CodeGen/GlobalISel/InstructionSelect.cpp,include/llvm/CodeGen/GlobalISel/InstructionSelect.h,False,False
InterleavedAccess,-interleaved-access,Lower interleaved memory accesses to target specific intrinsics,lib/CodeGen/InterleavedAccessPass.cpp,,False,False
InterleavedLoadCombine,-interleaved-load-combine,Combine interleaved loads into wide loads and shufflevector instructions,lib/CodeGen/InterleavedLoadCombinePass.cpp,,False,False
InternalizePass,-internalize,Internalize Global Symbols,lib/Transforms/IPO/Internalize.cpp,include/llvm/Transforms/IPO/Internalize.h,False,False
IntervalPartition,-intervals,Interval Partition Construction,lib/Analysis/IntervalPartition.cpp,include/llvm/Analysis/IntervalPartition.h,True,True
JumpThreadingPass,-jump-threading,Jump Threading,lib/Transforms/Scalar/JumpThreading.cpp,include/llvm/Transforms/Scalar/JumpThreading.h,False,False
LCSSAPass,-lcssa,Loop-Closed SSA Form Pass,lib/Transforms/Utils/LCSSA.cpp,include/llvm/Transforms/Utils/LCSSA.h,False,False
LCSSAVerificationPass,-lcssa-verification,LCSSA Verifier,lib/Analysis/LoopPass.cpp,include/llvm/Analysis/LoopPass.h,False,False
LDTLSCleanup,-aarch64-local-dynamic-tls-cleanup,AArch64 Local Dynamic TLS Access Clean-up,lib/Target/AArch64/AArch64CleanupLocalDynamicTLSPass.cpp,,False,False
LICMPass,-licm,Loop Invariant Code Motion,lib/Transforms/Scalar/LICM.cpp,include/llvm/Transforms/Scalar/LICM.h,False,False
LanaiMemAluCombiner,-lanai-mem-alu-combiner,Lanai memory ALU combiner pass,lib/Target/Lanai/LanaiMemAluCombiner.cpp,,False,False
LazyBlockFrequencyInfoPass,-lazy-block-freq,Lazy Block Frequency Analysis,lib/Analysis/LazyBlockFrequencyInfo.cpp,include/llvm/Analysis/LazyBlockFrequencyInfo.h,True,True
LazyBranchProbabilityInfoPass,-lazy-branch-prob,Lazy Branch Probability Analysis,lib/Analysis/LazyBranchProbabilityInfo.cpp,include/llvm/Analysis/LazyBranchProbabilityInfo.h,True,True
LazyMachineBlockFrequencyInfoPass,-lazy-machine-block-freq,Lazy Machine Block Frequency Analysis,lib/CodeGen/LazyMachineBlockFrequencyInfo.cpp,include/llvm/CodeGen/LazyMachineBlockFrequencyInfo.h,True,True
LazyValueInfoPrinter,-print-lazy-value-info,Lazy Value Info Printer Pass,lib/Analysis/LazyValueInfo.cpp,include/llvm/Analysis/LazyValueInfo.h,False,False
LazyValueInfoWrapperPass,-lazy-value-info,Lazy Value Information Analysis,lib/Analysis/LazyValueInfo.cpp,include/llvm/Analysis/LazyValueInfo.h,False,True
LegacyDivergenceAnalysis,-divergence,Legacy Divergence Analysis,lib/Analysis/LegacyDivergenceAnalysis.cpp,include/llvm/Analysis/LegacyDivergenceAnalysis.h,False,True
Legalizer,-legalizer,Legalize the Machine IR a function's Machine IR,lib/CodeGen/GlobalISel/Legalizer.cpp,include/llvm/CodeGen/GlobalISel/Legalizer.h,False,False
LibCallsShrinkWrapPass,-libcalls-shrinkwrap,Conditionally eliminate dead library calls,lib/Transforms/Utils/LibCallsShrinkWrap.cpp,include/llvm/Transforms/Utils/LibCallsShrinkWrap.h,False,False
Lint,-lint,Statically lint-checks LLVM IR,lib/Analysis/Lint.cpp,include/llvm/Analysis/Lint.h,False,True
LiveDebugValues,-livedebugvalues,Live DEBUG_VALUE analysis,lib/CodeGen/LiveDebugValues.cpp,,False,False
LiveDebugVariables,-livedebugvars,Debug Variable Analysis,lib/CodeGen/LiveDebugVariables.cpp,,False,False
LiveIntervals,-liveintervals,Live Interval Analysis,lib/CodeGen/LiveIntervals.cpp,include/llvm/CodeGen/LiveIntervals.h,False,False
LiveRangeShrink,-lrshrink,Live Range Shrink Pass,lib/CodeGen/LiveRangeShrink.cpp,,False,False
LiveRegMatrix,-liveregmatrix,Live Register Matrix,lib/CodeGen/LiveRegMatrix.cpp,include/llvm/CodeGen/LiveRegMatrix.h,False,False
LiveStacks,-livestacks,Live Stack Slot Analysis,lib/CodeGen/LiveStacks.cpp,include/llvm/CodeGen/LiveStacks.h,False,False
LiveVariables,-livevars,Live Variable Analysis,lib/CodeGen/LiveVariables.cpp,include/llvm/CodeGen/LiveVariables.h,False,False
LoadStoreVectorizerPass,-load-store-vectorizer,Vectorize load and Store instructions,lib/Transforms/Vectorize/LoadStoreVectorizer.cpp,include/llvm/Transforms/Vectorize/LoadStoreVectorizer.h,False,False
LocalStackSlotPass,-localstackalloc,Local Stack Slot Allocation,lib/CodeGen/LocalStackSlotAllocation.cpp,,False,False
Localizer,-localizer,Move/duplicate certain instructions close to their use,lib/CodeGen/GlobalISel/Localizer.cpp,include/llvm/CodeGen/GlobalISel/Localizer.h,False,False
LoopAccessLegacyAnalysis,-loop-accesses,Loop Access Analysis,lib/Analysis/LoopAccessAnalysis.cpp,include/llvm/Analysis/LoopAccessAnalysis.h,False,True
LoopDataPrefetchPass,-loop-data-prefetch,Loop Data Prefetch,lib/Transforms/Scalar/LoopDataPrefetch.cpp,include/llvm/Transforms/Scalar/LoopDataPrefetch.h,False,False
LoopDeletionPass,-loop-deletion,Delete dead loops,lib/Transforms/Scalar/LoopDeletion.cpp,include/llvm/Transforms/Scalar/LoopDeletion.h,False,False
LoopDistributePass,-loop-distribute,Loop Distribution,lib/Transforms/Scalar/LoopDistribute.cpp,include/llvm/Transforms/Scalar/LoopDistribute.h,False,False
LoopExtractorPass,-loop-extract,Extract loops into new functions,lib/Transforms/IPO/LoopExtractor.cpp,,False,False
LoopFusePass,-loop-fusion,Loop Fusion,lib/Transforms/Scalar/LoopFuse.cpp,include/llvm/Transforms/Scalar/LoopFuse.h,False,False
LoopGuardWideningPass,-loop-guard-widening,"Widen guards (within a single loop, as a loop pass)",lib/Transforms/Scalar/GuardWidening.cpp,include/llvm/Transforms/Scalar/GuardWidening.h,False,False
LoopIdiomPass,-loop-idiom,Recognize loop idioms,lib/Transforms/Scalar/LoopIdiomRecognize.cpp,include/llvm/Transforms/Scalar/LoopIdiomRecognize.h,False,False
LoopInfoWrapperPass,-loops,Natural Loop Information,lib/Analysis/LoopInfo.cpp,include/llvm/Analysis/LoopInfo.h,True,True
LoopInstSimplifyPass,-loop-instsimplify,Simplify instructions in loops,lib/Transforms/Scalar/LoopInstSimplify.cpp,include/llvm/Transforms/Scalar/LoopInstSimplify.h,False,False
LoopInterchangePass,-loop-interchange,Interchanges loops for cache reuse,lib/Transforms/Scalar/LoopInterchange.cpp,,False,False
LoopLoadEliminationPass,-loop-load-elim,Loop Load Elimination,lib/Transforms/Scalar/LoopLoadElimination.cpp,include/llvm/Transforms/Scalar/LoopLoadElimination.h,False,False
LoopPredicationPass,-loop-predication,Loop predication,lib/Transforms/Scalar/LoopPredication.cpp,include/llvm/Transforms/Scalar/LoopPredication.h,False,False
LoopRerollPass,-loop-reroll,Reroll loops,lib/Transforms/Scalar/LoopRerollPass.cpp,,False,False
LoopRotatePass,-loop-rotate,Rotate Loops,lib/Transforms/Scalar/LoopRotation.cpp,include/llvm/Transforms/Scalar/LoopRotation.h,False,False
LoopSimplifyCFGPass,-loop-simplifycfg,Simplify loop CFG,lib/Transforms/Scalar/LoopSimplifyCFG.cpp,include/llvm/Transforms/Scalar/LoopSimplifyCFG.h,False,False
LoopSimplifyPass,-loop-simplify,Canonicalize natural loops,lib/Transforms/Utils/LoopSimplify.cpp,include/llvm/Transforms/Utils/LoopSimplify.h,False,False
LoopSinkPass,-loop-sink,Loop Sink,lib/Transforms/Scalar/LoopSink.cpp,include/llvm/Transforms/Scalar/LoopSink.h,False,False
LoopStrengthReducePass,-loop-reduce,Loop Strength Reduction,lib/Transforms/Scalar/LoopStrengthReduce.cpp,include/llvm/Transforms/Scalar/LoopStrengthReduce.h,False,False
LoopUnrollAndJamPass,-loop-unroll-and-jam,Unroll and Jam loops,lib/Transforms/Scalar/LoopUnrollAndJamPass.cpp,include/llvm/Transforms/Scalar/LoopUnrollAndJamPass.h,False,False
LoopUnrollPass,-loop-unroll,Unroll loops,lib/Transforms/Scalar/LoopUnrollPass.cpp,include/llvm/Transforms/Scalar/LoopUnrollPass.h,False,False
LoopUnswitchPass,-loop-unswitch,Unswitch loops,lib/Transforms/Scalar/LoopUnswitch.cpp,,False,False
LoopVectorizePass,-loop-vectorize,Loop Vectorization,lib/Transforms/Vectorize/LoopVectorize.cpp,include/llvm/Transforms/Vectorize/LoopVectorize.h,False,False
LoopVersioningLICMPass,-loop-versioning-licm,Loop Versioning For LICM,lib/Transforms/Scalar/LoopVersioningLICM.cpp,,False,False
LoopVersioningPass,-loop-versioning,Loop Versioning,lib/Transforms/Utils/LoopVersioning.cpp,include/llvm/Transforms/Utils/LoopVersioning.h,False,False
LowerAtomicPass,-loweratomic,Lower atomic intrinsics to non-atomic form,lib/Transforms/Scalar/LowerAtomic.cpp,include/llvm/Transforms/Scalar/LowerAtomic.h,False,False
LowerConstantIntrinsicsPass,-lower-constant-intrinsics,Lower constant intrinsics,lib/Transforms/Scalar/LowerConstantIntrinsics.cpp,include/llvm/Transforms/Scalar/LowerConstantIntrinsics.h,False,False
LowerEmuTLS,-loweremutls,Add __emutls_[vt]. variables for emultated TLS model,lib/CodeGen/LowerEmuTLS.cpp,,False,False
LowerExpectIntrinsicPass,-lower-expect,Lower 'expect' Intrinsics,lib/Transforms/Scalar/LowerExpectIntrinsic.cpp,include/llvm/Transforms/Scalar/LowerExpectIntrinsic.h,False,False
LowerGlobalDtors,-wasm-lower-global-dtors,Lower @llvm.global_dtors for WebAssembly,lib/Target/WebAssembly/WebAssemblyLowerGlobalDtors.cpp,,False,False
LowerGuardIntrinsicPass,-lower-guard-intrinsic,Lower the guard intrinsic to normal control flow,lib/Transforms/Scalar/LowerGuardIntrinsic.cpp,include/llvm/Transforms/Scalar/LowerGuardIntrinsic.h,False,False
LowerIntrinsics,-gc-lowering,GC Lowering,lib/CodeGen/GCRootLowering.cpp,,False,False
LowerInvokePass,-lowerinvoke,"Lower invoke and unwind, for unwindless code generators",lib/Transforms/Utils/LowerInvoke.cpp,include/llvm/Transforms/Utils/LowerInvoke.h,False,False
LowerMatrixIntrinsicsPass,-lower-matrix-intrinsics,Lower the matrix intrinsics,lib/Transforms/Scalar/LowerMatrixIntrinsics.cpp,include/llvm/Transforms/Scalar/LowerMatrixIntrinsics.h,False,False
LowerSwitchPass,-lowerswitch,Lower SwitchInst's to branches,lib/Transforms/Utils/LowerSwitch.cpp,,False,False
LowerTypeTests,-lowertypetests,Lower type metadata,lib/Transforms/IPO/LowerTypeTests.cpp,include/llvm/Transforms/IPO/LowerTypeTests.h,False,False
LowerWidenableConditionPass,-lower-widenable-condition,Lower the widenable condition to default true value,lib/Transforms/Scalar/LowerWidenableCondition.cpp,include/llvm/Transforms/Scalar/LowerWidenableCondition.h,False,False
MIRCanonicalizer,-mir-canonicalizer,Rename Register Operands Canonically,lib/CodeGen/MIRCanonicalizerPass.cpp,,False,False
MIRNamer,-mir-namer,Rename Register Operands,lib/CodeGen/MIRNamerPass.cpp,,False,False
MIRPrintingPass,-mir-printer,MIR Printer,lib/CodeGen/MIRPrintingPass.cpp,,False,False
MVEGatherScatterLowering,-mve-gather-scatter-lowering,MVE gather/scattering lowering pass,lib/Target/ARM/MVEGatherScatterLowering.cpp,,False,False
MVETailPredication,-mve-tail-predication,Transform predicated vector loops to use MVE tail predication,lib/Target/ARM/MVETailPredication.cpp,,False,False
MVEVPTBlock,-arm-mve-vpt,ARM MVE VPT block pass,lib/Target/ARM/MVEVPTBlockPass.cpp,,False,False
MachineBlockFrequencyInfo,-machine-block-freq,Machine Block Frequency Analysis,lib/CodeGen/MachineBlockFrequencyInfo.cpp,include/llvm/CodeGen/MachineBlockFrequencyInfo.h,True,True
MachineBlockPlacement,-block-placement,Branch Probability Basic Block Placement,lib/CodeGen/MachineBlockPlacement.cpp,,False,False
MachineBlockPlacementStats,-block-placement-stats,Basic Block Placement Stats,lib/CodeGen/MachineBlockPlacement.cpp,,False,False
MachineBranchProbabilityInfo,-machine-branch-prob,Machine Branch Probability Analysis,lib/CodeGen/MachineBranchProbabilityInfo.cpp,include/llvm/CodeGen/MachineBranchProbabilityInfo.h,False,True
MachineCSE,-machine-cse,Machine Common Subexpression Elimination,lib/CodeGen/MachineCSE.cpp,,False,False
MachineCombiner,-machine-combiner,Machine InstCombiner,lib/CodeGen/MachineCombiner.cpp,,False,False
MachineCopyPropagation,-machine-cp,Machine Copy Propagation Pass,lib/CodeGen/MachineCopyPropagation.cpp,,False,False
MachineDominanceFrontier,-machine-domfrontier,Machine Dominance Frontier Construction,lib/CodeGen/MachineDominanceFrontier.cpp,include/llvm/CodeGen/MachineDominanceFrontier.h,True,True
MachineDominatorTree,-machinedomtree,MachineDominator Tree Construction,lib/CodeGen/MachineDominators.cpp,include/llvm/CodeGen/MachineDominators.h,True,True
MachineFunctionPrinterPass,-machineinstr-printer,Machine Function Printer,lib/CodeGen/MachineFunctionPrinterPass.cpp,,False,False
MachineLICM,-machinelicm,Machine Loop Invariant Code Motion,lib/CodeGen/MachineLICM.cpp,,False,False
MachineLoopInfo,-machine-loops,Machine Natural Loop Construction,lib/CodeGen/MachineLoopInfo.cpp,include/llvm/CodeGen/MachineLoopInfo.h,True,True
MachineModuleInfoWrapperPass,-machinemoduleinfo,Machine Module Information,lib/CodeGen/MachineModuleInfo.cpp,include/llvm/CodeGen/MachineModuleInfo.h,False,False
MachineOptimizationRemarkEmitterPass,-machine-opt-remark-emitter,Machine Optimization Remark Emitter,lib/CodeGen/MachineOptimizationRemarkEmitter.cpp,include/llvm/CodeGen/MachineOptimizationRemarkEmitter.h,False,True
MachineOutliner,-machine-outliner,Machine Function Outliner,lib/CodeGen/MachineOutliner.cpp,include/llvm/CodeGen/MachineOutliner.h,False,False
MachinePipeliner,-pipeliner,Modulo Software Pipelining,lib/CodeGen/MachinePipeliner.cpp,include/llvm/CodeGen/MachinePipeliner.h,False,False
MachinePostDominatorTree,-machinepostdomtree,MachinePostDominator Tree Construction,lib/CodeGen/MachinePostDominators.cpp,include/llvm/CodeGen/MachinePostDominators.h,True,True
MachineRegionInfoPass,-machine-region-info,Detect single entry single exit regions,lib/CodeGen/MachineRegionInfo.cpp,include/llvm/CodeGen/MachineRegionInfo.h,True,True
MachineScheduler,-machine-scheduler,Machine Instruction Scheduler,lib/CodeGen/MachineScheduler.cpp,include/llvm/CodeGen/MachineScheduler.h,False,False
MachineSinking,-machine-sink,Machine code sinking,lib/CodeGen/MachineSink.cpp,,False,False
MachineTraceMetrics,-machine-trace-metrics,Machine Trace Metrics,lib/CodeGen/MachineTraceMetrics.cpp,include/llvm/CodeGen/MachineTraceMetrics.h,False,True
MachineVerifierPass,-machineverifier,Verify generated machine code,lib/CodeGen/MachineVerifier.cpp,,False,False
MakeGuardsExplicitLegacyPass,-make-guards-explicit,Lower the guard intrinsic to explicit control flow form,lib/Transforms/Scalar/MakeGuardsExplicit.cpp,include/llvm/Transforms/Scalar/MakeGuardsExplicit.h,False,False
MemCpyOptPass,-memcpyopt,MemCpy Optimization,lib/Transforms/Scalar/MemCpyOptimizer.cpp,include/llvm/Transforms/Scalar/MemCpyOptimizer.h,False,False
MemDepPrinter,-print-memdeps,Print MemDeps of function,lib/Analysis/MemDepPrinter.cpp,,False,True
MemDerefPrinter,-print-memderefs,Memory Dereferenciblity of pointers in function,lib/Analysis/MemDerefPrinter.cpp,,False,True
MemoryDependenceWrapperPass,-memdep,Memory Dependence Analysis,lib/Analysis/MemoryDependenceAnalysis.cpp,include/llvm/Analysis/MemoryDependenceAnalysis.h,False,True
MemorySSAPrinterLegacyPass,-print-memoryssa,Memory SSA Printer,lib/Analysis/MemorySSA.cpp,include/llvm/Analysis/MemorySSA.h,False,False
MemorySSAWrapperPass,-memoryssa,Memory SSA,lib/Analysis/MemorySSA.cpp,include/llvm/Analysis/MemorySSA.h,False,True
MemorySanitizerLegacyPassPass,-msan,MemorySanitizer: detects uninitialized reads.,lib/Transforms/Instrumentation/MemorySanitizer.cpp,include/llvm/Transforms/Instrumentation/MemorySanitizer.h,False,False
MergeFunctionsPass,-mergefunc,Merge Functions,lib/Transforms/IPO/MergeFunctions.cpp,include/llvm/Transforms/IPO/MergeFunctions.h,False,False
MergeICmpsLegacyPass,-mergeicmps,Merge contiguous icmps into a memcmp,lib/Transforms/Scalar/MergeICmps.cpp,include/llvm/Transforms/Scalar/MergeICmps.h,False,False
MergedLoadStoreMotionPass,-mldst-motion,MergedLoadStoreMotion,lib/Transforms/Scalar/MergedLoadStoreMotion.cpp,include/llvm/Transforms/Scalar/MergedLoadStoreMotion.h,False,False
MetaRenamerPass,-metarenamer,Assign new names to everything,lib/Transforms/Utils/MetaRenamer.cpp,,False,False
MicroMipsSizeReduce,-micromips-reduce-size,MicroMips instruction size reduce pass,lib/Target/Mips/MicroMipsSizeReduction.cpp,,False,False
MipsBranchExpansion,-mips-branch-expansion,"Expand out of range branch instructions and fix forbidden"" "" slot hazards",lib/Target/Mips/MipsBranchExpansion.cpp,,False,False
MipsDelaySlotFiller,-mips-delay-slot-filler,Fill delay slot for MIPS,lib/Target/Mips/MipsDelaySlotFiller.cpp,,False,False
MipsPreLegalizerCombiner,-mips-prelegalizer-combiner,Combine Mips machine instrs before legalization,lib/Target/Mips/MipsPreLegalizerCombiner.cpp,,False,False
ModuleAddressSanitizerLegacyPassPass,-asan-module,"AddressSanitizer: detects use-after-free and out-of-bounds bugs."" ""ModulePass",lib/Transforms/Instrumentation/AddressSanitizer.cpp,include/llvm/Transforms/Instrumentation/AddressSanitizer.h,False,False
ModuleDebugInfoPrinter,-module-debuginfo,Decodes module-level debug info,lib/Analysis/ModuleDebugInfoPrinter.cpp,,False,True
ModuleSanitizerCoverageLegacyPassPass,-sancov,Pass for instrumenting coverage on functions,lib/Transforms/Instrumentation/SanitizerCoverage.cpp,include/llvm/Transforms/Instrumentation/SanitizerCoverage.h,False,False
ModuleSummaryIndexWrapperPass,-module-summary-analysis,Module Summary Analysis,lib/Analysis/ModuleSummaryAnalysis.cpp,include/llvm/Analysis/ModuleSummaryAnalysis.h,False,True
ModuloScheduleTest,-modulo-schedule-test,Modulo Schedule test pass,lib/CodeGen/ModuloSchedule.cpp,include/llvm/CodeGen/ModuloSchedule.h,False,False
MustBeExecutedContextPrinter,-print-must-be-executed-contexts,print the must-be-executed-contexed for all instructions,lib/Analysis/MustExecute.cpp,include/llvm/Analysis/MustExecute.h,False,True
MustExecutePrinter,-print-mustexecute,Instructions which execute on loop entry,lib/Analysis/MustExecute.cpp,include/llvm/Analysis/MustExecute.h,False,True
NVPTXAllocaHoisting,-alloca-hoisting,Hoisting alloca instructions in non-entry blocks to the entry block,lib/Target/NVPTX/NVPTXAllocaHoisting.cpp,,False,False
NVPTXAssignValidGlobalNames,-nvptx-assign-valid-global-names,Assign valid PTX names to globals,lib/Target/NVPTX/NVPTXAssignValidGlobalNames.cpp,,False,False
NVPTXLowerAggrCopies,-nvptx-lower-aggr-copies,"Lower aggregate copies, and llvm.mem* intrinsics into loops",lib/Target/NVPTX/NVPTXLowerAggrCopies.cpp,,False,False
NVPTXLowerAlloca,-nvptx-lower-alloca,Lower Alloca,lib/Target/NVPTX/NVPTXLowerAlloca.cpp,,False,False
NVPTXLowerArgs,-nvptx-lower-args,Lower arguments (NVPTX),lib/Target/NVPTX/NVPTXLowerArgs.cpp,,False,False
